#             eta             phi             dep             det     value0     value1      DetId
              -18              54               4              HE  0.5509284  0.9034508   45404836
              -18              54               5              HE  0.5140468  0.1490270   45504836
              -19              54               1              HE  0.8785182  0.0834211   45104C36
              -19              54               2              HE  0.8065943  0.5466424   45204C36
              -19              54               3              HE  0.0710432  0.5622546   45304C36
              -19              54               4              HE  0.6980742  0.7664314   45404C36
              -19              54               5              HE  0.7801467  0.5823070   45504C36
              -19              54               6              HE  0.2581281  0.9491721   45604C36
              -20              54               1              HE  0.9372351  0.4637586   45105036
              -20              54               2              HE  0.1882753  0.0131835   45205036
              -20              54               3              HE  0.1752463  0.7519233   45305036
              -20              54               4              HE  0.5829672  0.4826149   45405036
              -20              54               5              HE  0.1390580  0.9134728   45505036
              -20              54               6              HE  0.3835023  0.9763611   45605036
              -16              55               4              HE  0.1883606  0.2872078   45404037
              -17              55               2              HE  0.1192023  0.1366106   45204437
              -17              55               3              HE  0.2476887  0.1894578   45304437
              -18              55               1              HE  0.8362067  0.0823569   45104837
              -18              55               2              HE  0.0281525  0.8503604   45204837
              -18              55               3              HE  0.8770398  0.9799359   45304837
              -18              55               4              HE  0.0420436  0.9598137   45404837
              -18              55               5              HE  0.2761430  0.3682242   45504837
              -19              55               1              HE  0.3781937  0.4364941   45104C37
              -19              55               2              HE  0.0042115  0.1470817   45204C37
              -19              55               3              HE  0.0161588  0.5493591   45304C37
              -19              55               4              HE  0.7644138  0.9531657   45404C37
              -19              55               5              HE  0.5022308  0.0682096   45504C37
              -19              55               6              HE  0.7669237  0.5363611   45604C37
              -20              55               1              HE  0.8424515  0.9103399   45105037
              -20              55               2              HE  0.0698971  0.0261338   45205037
              -20              55               3              HE  0.6313893  0.3214893   45305037
              -20              55               4              HE  0.0479822  0.1890097   45405037
              -20              55               5              HE  0.8516024  0.6586724   45505037
              -20              55               6              HE  0.9148353  0.3094745   45605037
              -21              55               1              HE  0.0381151  0.4544534   45105437
              -21              55               2              HE  0.4948613  0.6189116   45205437
              -21              55               3              HE  0.3005759  0.1391105   45305437
              -21              55               4              HE  0.0200477  0.9080801   45405437
              -21              55               5              HE  0.5010832  0.0505066   45505437
              -21              55               6              HE  0.6420554  0.3196743   45605437
              -22              55               1              HE  0.0375002  0.7495888   45105837
              -22              55               2              HE  0.8209379  0.7937514   45205837
              -22              55               3              HE  0.4720348  0.8566000   45305837
              -22              55               4              HE  0.9005890  0.8153061   45405837
              -22              55               5              HE  0.0122752  0.0366800   45505837
              -22              55               6              HE  0.7159424  0.0594660   45605837
              -23              55               1              HE  0.2617362  0.3569130   45105C37
              -23              55               2              HE  0.5961776  0.9295427   45205C37
              -23              55               3              HE  0.9151901  0.7796866   45305C37
              -23              55               4              HE  0.5199427  0.7320987   45405C37
              -23              55               5              HE  0.7204453  0.7061036   45505C37
              -23              55               6              HE  0.1695802  0.9079248   45605C37
              -24              55               1              HE  0.9854705  0.9036198   45106037
              -24              55               2              HE  0.7622330  0.6483339   45206037
              -24              55               3              HE  0.9794421  0.5457906   45306037
              -24              55               4              HE  0.4540682  0.2969016   45406037
              -24              55               5              HE  0.7368490  0.7770014   45506037
              -24              55               6              HE  0.6127065  0.4307656   45606037
              -25              55               1              HE  0.4907041  0.5991247   45106437
              -25              55               2              HE  0.1320321  0.8068320   45206437
              -25              55               3              HE  0.0337920  0.4562939   45306437
              -25              55               4              HE  0.4070596  0.1082418   45406437
              -25              55               5              HE  0.9982525  0.2532381   45506437
              -25              55               6              HE  0.4476637  0.8846581   45606437
              -26              55               1              HE  0.5097649  0.9537962   45106837
              -26              55               2              HE  0.2164866  0.9445718   45206837
              -26              55               3              HE  0.2569975  0.5104245   45306837
              -26              55               4              HE  0.3084702  0.1641949   45406837
              -26              55               5              HE  0.2190057  0.5563479   45506837
              -26              55               6              HE  0.6595734  0.6910954   45606837
              -26              55               7              HE  0.5588482  0.2528562   45706837
              -27              55               1              HE  0.3035277  0.1828386   45106C37
              -27              55               2              HE  0.7716618  0.4152896   45206C37
              -27              55               3              HE  0.3641397  0.0376118   45306C37
              -27              55               4              HE  0.1435818  0.4789030   45406C37
              -27              55               5              HE  0.5860068  0.8587971   45506C37
              -27              55               6              HE  0.3553057  0.3237029   45606C37
              -27              55               7              HE  0.4885325  0.9670146   45706C37
              -28              55               1              HE  0.7330685  0.4461737   45107037
              -28              55               2              HE  0.0658051  0.5171691   45207037
              -28              55               3              HE  0.0460454  0.7493512   45307037
              -28              55               4              HE  0.2347553  0.0263898   45407037
              -28              55               5              HE  0.5666315  0.8876187   45507037
              -28              55               6              HE  0.4990091  0.6136816   45607037
              -28              55               7              HE  0.4360775  0.5052553   45707037
              -29              55               1              HE  0.5001316  0.9277360   45107437
              -29              55               2              HE  0.6689326  0.9693481   45207437
              -29              55               3              HE  0.4596288  0.6817015   45307437
              -16              56               4              HE  0.4547502  0.5980728   45404038
              -17              56               2              HE  0.6169853  0.5882338   45204438
              -17              56               3              HE  0.8857009  0.4899509   45304438
              -18              56               1              HE  0.3232257  0.0528595   45104838
              -18              56               2              HE  0.8656639  0.5318491   45204838
              -18              56               3              HE  0.3377256  0.7342411   45304838
              -18              56               4              HE  0.8250508  0.1170058   45404838
              -18              56               5              HE  0.2110996  0.0562163   45504838
              -19              56               1              HE  0.4571264  0.0270825   45104C38
              -19              56               2              HE  0.3653792  0.3693048   45204C38
              -19              56               3              HE  0.6129401  0.0545774   45304C38
              -19              56               4              HE  0.9602518  0.1560770   45404C38
              -19              56               5              HE  0.9435202  0.6795307   45504C38
              -19              56               6              HE  0.0855153  0.7591490   45604C38
              -20              56               1              HE  0.3223582  0.9101249   45105038
              -20              56               2              HE  0.4558414  0.1141899   45205038
              -20              56               3              HE  0.1009628  0.1264921   45305038
              -20              56               4              HE  0.3539075  0.2134891   45405038
              -20              56               5              HE  0.3919907  0.2633498   45505038
              -20              56               6              HE  0.4354302  0.4835215   45605038
              -16              57               4              HE  0.9193752  0.4821172   45404039
              -17              57               2              HE  0.5060524  0.8893068   45204439
              -17              57               3              HE  0.9985956  0.0341126   45304439
              -18              57               1              HE  0.2738087  0.1786919   45104839
              -18              57               2              HE  0.7956599  0.2569378   45204839
              -18              57               3              HE  0.3312646  0.2494630   45304839
              -18              57               4              HE  0.8169139  0.5070261   45404839
              -18              57               5              HE  0.5204072  0.2880147   45504839
              -19              57               1              HE  0.2247041  0.2796789   45104C39
              -19              57               2              HE  0.0527834  0.4906256   45204C39
              -19              57               3              HE  0.6810044  0.1824792   45304C39
              -19              57               4              HE  0.2512233  0.5919875   45404C39
              -19              57               5              HE  0.8492174  0.6023769   45504C39
              -19              57               6              HE  0.9047043  0.4374966   45604C39
              -20              57               1              HE  0.3968451  0.3359590   45105039
              -20              57               2              HE  0.8623437  0.6281604   45205039
              -20              57               3              HE  0.2050496  0.9529548   45305039
              -20              57               4              HE  0.4843447  0.4197342   45405039
              -20              57               5              HE  0.6330850  0.9616109   45505039
              -20              57               6              HE  0.1525576  0.8069574   45605039
              -21              57               1              HE  0.5338876  0.8969054   45105439
              -21              57               2              HE  0.5707577  0.5127798   45205439
              -21              57               3              HE  0.3178852  0.2306660   45305439
              -21              57               4              HE  0.3566816  0.4233660   45405439
              -21              57               5              HE  0.6154013  0.8562324   45505439
              -21              57               6              HE  0.0643345  0.8360237   45605439
              -22              57               1              HE  0.2483923  0.8145705   45105839
              -22              57               2              HE  0.9386162  0.6734906   45205839
              -22              57               3              HE  0.5228690  0.7679846   45305839
              -22              57               4              HE  0.3275636  0.0252312   45405839
              -22              57               5              HE  0.9519187  0.0072978   45505839
              -22              57               6              HE  0.3175607  0.9942254   45605839
              -23              57               1              HE  0.1156431  0.2093492   45105C39
              -23              57               2              HE  0.5838295  0.9906210   45205C39
              -23              57               3              HE  0.7284434  0.9988680   45305C39
              -23              57               4              HE  0.1450970  0.1518179   45405C39
              -23              57               5              HE  0.9540139  0.8538103   45505C39
              -23              57               6              HE  0.1223183  0.6827580   45605C39
              -24              57               1              HE  0.5439022  0.4569950   45106039
              -24              57               2              HE  0.7174000  0.5187208   45206039
              -24              57               3              HE  0.0430099  0.3514981   45306039
              -24              57               4              HE  0.2326013  0.0946053   45406039
              -24              57               5              HE  0.4686474  0.8646631   45506039
              -24              57               6              HE  0.3471215  0.6215575   45606039
              -25              57               1              HE  0.5743400  0.2016339   45106439
              -25              57               2              HE  0.4055489  0.8703512   45206439
              -25              57               3              HE  0.9959381  0.9783919   45306439
              -25              57               4              HE  0.7780738  0.5407435   45406439
              -25              57               5              HE  0.7460297  0.7474144   45506439
              -25              57               6              HE  0.0595003  0.5237418   45606439
              -26              57               1              HE  0.9482937  0.6255958   45106839
              -26              57               2              HE  0.2837682  0.0639652   45206839
              -26              57               3              HE  0.7044592  0.6636421   45306839
              -26              57               4              HE  0.9905260  0.3803858   45406839
              -26              57               5              HE  0.6990241  0.7005698   45506839
              -26              57               6              HE  0.8401981  0.3740548   45606839
              -26              57               7              HE  0.3035685  0.0453638   45706839
              -27              57               1              HE  0.6501182  0.4950680   45106C39
              -27              57               2              HE  0.1098986  0.3784144   45206C39
              -27              57               3              HE  0.4665215  0.3210941   45306C39
              -27              57               4              HE  0.9000387  0.6853463   45406C39
              -27              57               5              HE  0.9697323  0.2757885   45506C39
              -27              57               6              HE  0.4096671  0.4176764   45606C39
              -27              57               7              HE  0.9777172  0.6269114   45706C39
              -28              57               1              HE  0.8189663  0.5966298   45107039
              -28              57               2              HE  0.1879142  0.8006462   45207039
              -28              57               3              HE  0.9531834  0.2739547   45307039
              -28              57               4              HE  0.3931952  0.3023277   45407039
              -28              57               5              HE  0.0545868  0.2210476   45507039
              -28              57               6              HE  0.4446381  0.3338358   45607039
              -28              57               7              HE  0.3747932  0.9862739   45707039
              -29              57               1              HE  0.8510824  0.9714867   45107439
              -29              57               2              HE  0.1272248  0.9575998   45207439
              -29              57               3              HE  0.5026283  0.7911593   45307439
              -16              58               4              HE  0.4106757  0.8960418   4540403A
              -17              58               2              HE  0.6440960  0.6026518   4520443A
              -17              58               3              HE  0.8375507  0.7616884   4530443A
              -18              58               1              HE  0.0599180  0.6482884   4510483A
              -18              58               2              HE  0.7508786  0.7257239   4520483A
              -18              58               3              HE  0.1544832  0.9120966   4530483A
              -18              58               4              HE  0.6833706  0.0086077   4540483A
              -18              58               5              HE  0.0187160  0.7128242   4550483A
              -19              58               1              HE  0.1435435  0.4991983   45104C3A
              -19              58               2              HE  0.4297993  0.7850637   45204C3A
              -19              58               3              HE  0.5724258  0.1854147   45304C3A
              -19              58               4              HE  0.8494093  0.7059561   45404C3A
              -19              58               5              HE  0.3911079  0.9419207   45504C3A
              -19              58               6              HE  0.9779274  0.3946843   45604C3A
              -20              58               1              HE  0.6884530  0.3850527   4510503A
              -20              58               2              HE  0.1716039  0.0592287   4520503A
              -20              58               3              HE  0.4826898  0.7294751   4530503A
              -20              58               4              HE  0.6683285  0.0558503   4540503A
              -20              58               5              HE  0.5649393  0.0439039   4550503A
              -20              58               6              HE  0.1976418  0.6779141   4560503A
              -16              59               4              HE  0.5176796  0.8593638   4540403B
              -17              59               2              HE  0.4497709  0.3474136   4520443B
              -17              59               3              HE  0.7580371  0.5818508   4530443B
              -18              59               1              HE  0.3899923  0.4547482   4510483B
              -18              59               2              HE  0.9595642  0.6313241   4520483B
              -18              59               3              HE  0.0535362  0.3977543   4530483B
              -18              59               4              HE  0.9764022  0.1819630   4540483B
              -18              59               5              HE  0.5500031  0.1948345   4550483B
              -19              59               1              HE  0.1959980  0.2525734   45104C3B
              -19              59               2              HE  0.2021300  0.5938902   45204C3B
              -19              59               3              HE  0.9136472  0.2929622   45304C3B
              -19              59               4              HE  0.1545688  0.7865998   45404C3B
              -19              59               5              HE  0.0346778  0.3023344   45504C3B
              -19              59               6              HE  0.7967368  0.2212430   45604C3B
              -20              59               1              HE  0.9083074  0.3230324   4510503B
              -20              59               2              HE  0.8138302  0.0602990   4520503B
              -20              59               3              HE  0.2971221  0.5406941   4530503B
              -20              59               4              HE  0.6325498  0.7657549   4540503B
              -20              59               5              HE  0.3701485  0.8723134   4550503B
              -20              59               6              HE  0.5981035  0.0897553   4560503B
              -21              59               1              HE  0.2737657  0.3876520   4510543B
              -21              59               2              HE  0.1992500  0.1814678   4520543B
              -21              59               3              HE  0.4251957  0.3006715   4530543B
              -21              59               4              HE  0.9072713  0.1314329   4540543B
              -21              59               5              HE  0.0594135  0.9763557   4550543B
              -21              59               6              HE  0.1849116  0.1105021   4560543B
              -22              59               1              HE  0.2882559  0.3204318   4510583B
              -22              59               2              HE  0.8111458  0.4502569   4520583B
              -22              59               3              HE  0.4061038  0.0612767   4530583B
              -22              59               4              HE  0.7256913  0.5938101   4540583B
              -22              59               5              HE  0.6885514  0.1962048   4550583B
              -22              59               6              HE  0.4828430  0.4838018   4560583B
              -23              59               1              HE  0.2112745  0.2229304   45105C3B
              -23              59               2              HE  0.6240406  0.9195652   45205C3B
              -23              59               3              HE  0.2783239  0.5393808   45305C3B
              -23              59               4              HE  0.1663215  0.5672895   45405C3B
              -23              59               5              HE  0.2715608  0.0230669   45505C3B
              -23              59               6              HE  0.4629835  0.1761316   45605C3B
              -24              59               1              HE  0.5164451  0.0180268   4510603B
              -24              59               2              HE  0.6883417  0.6556330   4520603B
              -24              59               3              HE  0.5255305  0.2597365   4530603B
              -24              59               4              HE  0.8807331  0.0062162   4540603B
              -24              59               5              HE  0.5481422  0.8983213   4550603B
              -24              59               6              HE  0.0999448  0.8048225   4560603B
              -25              59               1              HE  0.0324462  0.4802425   4510643B
              -25              59               2              HE  0.2916920  0.6915354   4520643B
              -25              59               3              HE  0.2541416  0.3643401   4530643B
              -25              59               4              HE  0.9713883  0.8368067   4540643B
              -25              59               5              HE  0.5900739  0.6651051   4550643B
              -25              59               6              HE  0.6590082  0.6481745   4560643B
              -26              59               1              HE  0.0941830  0.0174426   4510683B
              -26              59               2              HE  0.4381551  0.2917143   4520683B
              -26              59               3              HE  0.5667124  0.1481313   4530683B
              -26              59               4              HE  0.0799829  0.4983482   4540683B
              -26              59               5              HE  0.2561713  0.0267637   4550683B
              -26              59               6              HE  0.4759892  0.9734999   4560683B
              -26              59               7              HE  0.2454889  0.0643157   4570683B
              -27              59               1              HE  0.5105314  0.7540181   45106C3B
              -27              59               2              HE  0.1078771  0.9581436   45206C3B
              -27              59               3              HE  0.4518368  0.9889786   45306C3B
              -27              59               4              HE  0.1485613  0.9486117   45406C3B
              -27              59               5              HE  0.6585884  0.9998443   45506C3B
              -27              59               6              HE  0.8930020  0.0896251   45606C3B
              -27              59               7              HE  0.5895600  0.7099376   45706C3B
              -28              59               1              HE  0.4909143  0.7259855   4510703B
              -28              59               2              HE  0.7095478  0.3878091   4520703B
              -28              59               3              HE  0.6867208  0.9235845   4530703B
              -28              59               4              HE  0.0439689  0.0662107   4540703B
              -28              59               5              HE  0.5087759  0.5895146   4550703B
              -28              59               6              HE  0.2816539  0.9813125   4560703B
              -28              59               7              HE  0.8078608  0.8192180   4570703B
              -29              59               1              HE  0.8300931  0.2611248   4510743B
              -29              59               2              HE  0.2188042  0.8089870   4520743B
              -29              59               3              HE  0.3027380  0.7463261   4530743B
              -16              60               4              HE  0.6434382  0.7587432   4540403C
              -17              60               2              HE  0.7597314  0.8891284   4520443C
              -17              60               3              HE  0.6994988  0.3382282   4530443C
              -18              60               1              HE  0.6180848  0.9926209   4510483C
              -18              60               2              HE  0.6681549  0.2164635   4520483C
              -18              60               3              HE  0.6835896  0.6308589   4530483C
              -18              60               4              HE  0.0041974  0.3845024   4540483C
              -18              60               5              HE  0.3036807  0.4437783   4550483C
              -19              60               1              HE  0.9406794  0.0187231   45104C3C
              -19              60               2              HE  0.5572057  0.7278293   45204C3C
              -19              60               3              HE  0.8456184  0.8876271   45304C3C
              -19              60               4              HE  0.5666655  0.8113759   45404C3C
              -19              60               5              HE  0.8119605  0.3932157   45504C3C
              -19              60               6              HE  0.7167591  0.4836833   45604C3C
              -20              60               1              HE  0.4343957  0.3490126   4510503C
              -20              60               2              HE  0.6532434  0.7754499   4520503C
              -20              60               3              HE  0.0173185  0.2871935   4530503C
              -20              60               4              HE  0.0747904  0.4772050   4540503C
              -20              60               5              HE  0.5295935  0.0017651   4550503C
              -20              60               6              HE  0.6721775  0.4706300   4560503C
              -16              61               4              HE  0.6938489  0.6280491   4540403D
              -17              61               2              HE  0.6199448  0.1377741   4520443D
              -17              61               3              HE  0.7685391  0.3383366   4530443D
              -18              61               1              HE  0.6890253  0.4682273   4510483D
              -18              61               2              HE  0.6141283  0.1093472   4520483D
              -18              61               3              HE  0.5059946  0.6257879   4530483D
              -18              61               4              HE  0.4105809  0.8658342   4540483D
              -18              61               5              HE  0.4193911  0.1643694   4550483D
              -19              61               1              HE  0.8449747  0.8417730   45104C3D
              -19              61               2              HE  0.2721700  0.4961659   45204C3D
              -19              61               3              HE  0.9047105  0.1892325   45304C3D
              -19              61               4              HE  0.0313083  0.9331284   45404C3D
              -19              61               5              HE  0.9357095  0.9649664   45504C3D
              -19              61               6              HE  0.2817055  0.3489093   45604C3D
              -20              61               1              HE  0.7558957  0.6911380   4510503D
              -20              61               2              HE  0.5636097  0.0274920   4520503D
              -20              61               3              HE  0.7492537  0.4216360   4530503D
              -20              61               4              HE  0.0659200  0.8666872   4540503D
              -20              61               5              HE  0.4467441  0.7514762   4550503D
              -20              61               6              HE  0.2388193  0.3371729   4560503D
              -21              61               1              HE  0.1934037  0.7722067   4510543D
              -21              61               2              HE  0.4243168  0.5343336   4520543D
              -21              61               3              HE  0.9164162  0.0956805   4530543D
              -21              61               4              HE  0.6940106  0.4109374   4540543D
              -21              61               5              HE  0.0942541  0.7375445   4550543D
              -21              61               6              HE  0.3431377  0.4479174   4560543D
              -22              61               1              HE  0.1382538  0.3043127   4510583D
              -22              61               2              HE  0.9080663  0.1803517   4520583D
              -22              61               3              HE  0.7597650  0.3467545   4530583D
              -22              61               4              HE  0.7817714  0.1542853   4540583D
              -22              61               5              HE  0.7769708  0.5280631   4550583D
              -22              61               6              HE  0.5959688  0.7582760   4560583D
              -23              61               1              HE  0.7370875  0.7215250   45105C3D
              -23              61               2              HE  0.9195429  0.8993247   45205C3D
              -23              61               3              HE  0.2624006  0.3634859   45305C3D
              -23              61               4              HE  0.0348324  0.2364966   45405C3D
              -23              61               5              HE  0.4968571  0.6540392   45505C3D
              -23              61               6              HE  0.9344007  0.7840112   45605C3D
              -24              61               1              HE  0.5225557  0.9561379   4510603D
              -24              61               2              HE  0.7217352  0.0989681   4520603D
              -24              61               3              HE  0.7915625  0.2128025   4530603D
              -24              61               4              HE  0.7515994  0.1103081   4540603D
              -24              61               5              HE  0.2831596  0.4175636   4550603D
              -24              61               6              HE  0.7369201  0.2160699   4560603D
              -25              61               1              HE  0.5747466  0.0846992   4510643D
              -25              61               2              HE  0.9322913  0.7424155   4520643D
              -25              61               3              HE  0.0998532  0.5028309   4530643D
              -25              61               4              HE  0.1418348  0.3107990   4540643D
              -25              61               5              HE  0.1581780  0.0647566   4550643D
              -25              61               6              HE  0.1661931  0.9736375   4560643D
              -26              61               1              HE  0.6791915  0.4162112   4510683D
              -26              61               2              HE  0.0130572  0.8101825   4520683D
              -26              61               3              HE  0.6611292  0.5155224   4530683D
              -26              61               4              HE  0.5529937  0.2903194   4540683D
              -26              61               5              HE  0.8948355  0.5818496   4550683D
              -26              61               6              HE  0.2423084  0.9824162   4560683D
              -26              61               7              HE  0.6546314  0.0370359   4570683D
              -27              61               1              HE  0.8448220  0.2671603   45106C3D
              -27              61               2              HE  0.1808959  0.7127070   45206C3D
              -27              61               3              HE  0.8045227  0.2818918   45306C3D
              -27              61               4              HE  0.9787207  0.3660403   45406C3D
              -27              61               5              HE  0.1460740  0.9748075   45506C3D
              -27              61               6              HE  0.0095134  0.5187349   45606C3D
              -27              61               7              HE  0.0795721  0.4554385   45706C3D
              -28              61               1              HE  0.6524505  0.7043765   4510703D
              -28              61               2              HE  0.8286516  0.8545496   4520703D
              -28              61               3              HE  0.1642743  0.4645808   4530703D
              -28              61               4              HE  0.6775829  0.1233230   4540703D
              -28              61               5              HE  0.4549502  0.9268962   4550703D
              -28              61               6              HE  0.0199827  0.6874019   4560703D
              -28              61               7              HE  0.5296491  0.9920750   4570703D
              -29              61               1              HE  0.3664779  0.3360379   4510743D
              -29              61               2              HE  0.7219050  0.6315545   4520743D
              -29              61               3              HE  0.5183045  0.2593078   4530743D
              -16              62               4              HE  0.4000630  0.0581914   4540403E
              -17              62               2              HE  0.2571921  0.2989867   4520443E
              -17              62               3              HE  0.9421867  0.4480471   4530443E
              -18              62               1              HE  0.6730934  0.0864897   4510483E
              -18              62               2              HE  0.1128882  0.9278602   4520483E
              -18              62               3              HE  0.8176740  0.0605494   4530483E
              -18              62               4              HE  0.8756736  0.8711893   4540483E
              -18              62               5              HE  0.2892852  0.3214219   4550483E
              -19              62               1              HE  0.8839943  0.0238140   45104C3E
              -19              62               2              HE  0.4244882  0.8482986   45204C3E
              -19              62               3              HE  0.2604941  0.9438316   45304C3E
              -19              62               4              HE  0.4373121  0.1717484   45404C3E
              -19              62               5              HE  0.1365893  0.7187364   45504C3E
              -19              62               6              HE  0.7578714  0.5423458   45604C3E
              -20              62               1              HE  0.8726074  0.7939633   4510503E
              -20              62               2              HE  0.5814069  0.8271227   4520503E
              -20              62               3              HE  0.4855687  0.8442938   4530503E
              -20              62               4              HE  0.1977956  0.7784252   4540503E
              -20              62               5              HE  0.0711718  0.7858240   4550503E
              -20              62               6              HE  0.0321582  0.1083652   4560503E
              -16              63               4              HE  0.7051921  0.5179316   4540403F
              -17              63               2              HE  0.5194508  0.6690288   4520443F
              -17              63               3              HE  0.1487713  0.5374892   4530443F
              -18              63               1              HE  0.8478521  0.6901834   4510483F
              -18              63               2              HE  0.8955911  0.7133037   4520483F
              -18              63               3              HE  0.3152407  0.0436909   4530483F
              -18              63               4              HE  0.2997617  0.9191447   4540483F
              -18              63               5              HE  0.8484380  0.7320572   4550483F
              -19              63               1              HE  0.6195483  0.5842945   45104C3F
              -19              63               2              HE  0.5830764  0.5311112   45204C3F
              -19              63               3              HE  0.1161935  0.6152192   45304C3F
              -19              63               4              HE  0.2907593  0.3494250   45404C3F
              -19              63               5              HE  0.8551759  0.7687131   45504C3F
              -19              63               6              HE  0.7277122  0.1928367   45604C3F
              -20              63               1              HE  0.8835229  0.0137524   4510503F
              -20              63               2              HE  0.7706667  0.2581912   4520503F
              -20              63               3              HE  0.6689689  0.9883761   4530503F
              -20              63               4              HE  0.7063808  0.3654091   4540503F
              -20              63               5              HE  0.2968187  0.1571416   4550503F
              -20              63               6              HE  0.8865461  0.9540582   4560503F
              -21              63               1              HE  0.4472616  0.9896237   4510543F
              -21              63               2              HE  0.6257545  0.1824437   4520543F
              -21              63               3              HE  0.2322464  0.1223779   4530543F
              -21              63               4              HE  0.1864328  0.0490437   4540543F
              -21              63               5              HE  0.7891802  0.0192800   4550543F
              -21              63               6              HE  0.1865979  0.2304986   4560543F
              -22              63               1              HE  0.0577661  0.6832395   4510583F
              -22              63               2              HE  0.4798775  0.6203647   4520583F
              -22              63               3              HE  0.6946551  0.1284977   4530583F
              -22              63               4              HE  0.2073624  0.3549798   4540583F
              -22              63               5              HE  0.0545574  0.5784136   4550583F
              -22              63               6              HE  0.0844162  0.7500596   4560583F
              -23              63               1              HE  0.9096957  0.0272963   45105C3F
              -23              63               2              HE  0.0521241  0.9915162   45205C3F
              -23              63               3              HE  0.8611625  0.9474474   45305C3F
              -23              63               4              HE  0.1865203  0.6879988   45405C3F
              -23              63               5              HE  0.4782177  0.2946427   45505C3F
              -23              63               6              HE  0.2417913  0.2284506   45605C3F
              -24              63               1              HE  0.4647583  0.7527168   4510603F
              -24              63               2              HE  0.2585400  0.2273411   4520603F
              -24              63               3              HE  0.8704654  0.7894312   4530603F
              -24              63               4              HE  0.4118260  0.1988186   4540603F
              -24              63               5              HE  0.6140305  0.9219049   4550603F
              -24              63               6              HE  0.2476253  0.2683874   4560603F
              -25              63               1              HE  0.3777319  0.8124513   4510643F
              -25              63               2              HE  0.7712676  0.5618172   4520643F
              -25              63               3              HE  0.9338213  0.5771646   4530643F
              -25              63               4              HE  0.7129910  0.3324766   4540643F
              -25              63               5              HE  0.6227761  0.6631290   4550643F
              -25              63               6              HE  0.2461612  0.1266483   4560643F
              -26              63               1              HE  0.9493370  0.8853438   4510683F
              -26              63               2              HE  0.2783541  0.3118574   4520683F
              -26              63               3              HE  0.9096114  0.7557073   4530683F
              -26              63               4              HE  0.5036691  0.6523377   4540683F
              -26              63               5              HE  0.6765826  0.9366915   4550683F
              -26              63               6              HE  0.3798181  0.1865723   4560683F
              -26              63               7              HE  0.0634804  0.0221879   4570683F
              -27              63               1              HE  0.7647368  0.1416550   45106C3F
              -27              63               2              HE  0.0466981  0.7197663   45206C3F
              -27              63               3              HE  0.7297457  0.3695345   45306C3F
              -27              63               4              HE  0.6153823  0.7096573   45406C3F
              -27              63               5              HE  0.6830095  0.2596254   45506C3F
              -27              63               6              HE  0.6162495  0.6977105   45606C3F
              -27              63               7              HE  0.1849000  0.4739473   45706C3F
              -28              63               1              HE  0.1876670  0.3507342   4510703F
